NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR
GJ 876 c,194.5571594,6.567521367,6.567521367,6.567521367,,,,
HD 215497 b,6.628065431,0.793899539,0.793899539,0.793899539,,,,
HD 154345 b,304.1190333,19.3670451,19.3670451,19.3670451,,,,
HD 217107 b,445.2992106,15.13417278,15.13417278,15.13417278,,,,
mu Ara c,600.3778262,70.91696304,70.91696304,70.91696304,,,,
HD 7199 b,93.76162107,8.231068856,8.231068856,8.231068856,,,,
GJ 433 b,5.783817385,0.470660976,0.470660976,0.470660976,,,,
HD 159243 b,359.1327709,15.89083057,15.89083057,15.89083057,,,,
HAT-P-31 b,689.3569429,28.83534225,28.83534225,28.83534225,11.99360938,5.380310751,3.586873834,4.483592292
OGLE-TR-113 b,400.4489304,50.85065783,50.85065783,50.85065783,12.25141594,0.31385146,0.246597576,0.280224518
HD 40307 d,8.923019182,0.514576876,0.514576876,0.514576876,,,,
HD 290327 b,809.6759556,65.497872,65.497872,65.497872,,,,
GJ 876 e,12.46762785,1.621471748,1.621471748,1.621471748,,,,
HD 169830 c,1291.628956,110.4635196,110.4635196,110.4635196,,,,
47 UMa c,173.4560433,22.5866545,22.5866545,22.5866545,,,,
HD 63765 b,204.6189155,14.61393877,14.61393877,14.61393877,,,,
HD 85390 b,41.91492598,4.626519976,4.626519976,4.626519976,,,,
WASP-77 A b,559.106161,19.82870551,19.82870551,19.82870551,13.56286668,0.224179615,0.224179615,0.224179615
55 Cnc e,8.379902375,0.392414526,0.392414526,0.392414526,2.079994509,0.159999233,0.159999233,0.159999233
HIP 57274 d,167.9892798,9.345524586,9.345524586,9.345524586,,,,
HD 221287 b,990.1099804,189.0837217,189.0837217,189.0837217,,,,
HD 192699 b,728.4070699,49.45067566,49.45067566,49.45067566,,,,
HD 181342 b,1000.944349,81.1423947,81.1423947,81.1423947,,,,
WASP-8 b,679.4823807,25.38318643,25.38318643,25.38318643,11.634922,0.078462865,0.526822094,0.30264248
HD 131496 b,712.2746987,56.70674671,56.70674671,56.70674671,,,,
HD 44219 b,187.2782055,33.01669649,33.01669649,33.01669649,,,,
75 Cet b,877.0785026,67.24109611,67.24109611,67.24109611,,,,
HD 220074 b,3555.827594,598.1976042,598.1976042,598.1976042,,,,
HAT-P-39 b,190.4344423,31.73707147,31.73707147,31.73707147,17.60930873,1.210569919,9.079274392,5.144922156
WASP-26 b,323.3656895,10.68664712,10.68664712,10.68664712,14.79585456,0.896718458,0.896718458,0.896718458
WASP-71 b,317.8166114,0,0,0,16.8134711,1.23298788,1.23298788,1.23298788
HIP 2247 b,1628.234886,56.91745912,56.91745912,56.91745912,,,,
GJ 876 d,5.853959511,0.389795718,0.389795718,0.389795718,,,,
OGLE-TR-56 b,441.7650899,57.20699006,57.20699006,57.20699006,15.27784074,1.031226227,1.008808266,1.020017247
HD 38529 b,255.2903247,10.33936891,10.33936891,10.33936891,,,,
BD +20 2457 c,2193.541649,307.3172219,307.3172219,307.3172219,,,,
HD 22781 b,4398.677247,154.8574152,154.8574152,154.8574152,,,,
HD 120084 b,1422.928533,1095.701371,1095.701371,1095.701371,,,,
MOA-2009-BLG-266L b,10.39260319,1.589083057,1.589083057,1.589083057,,,,
HD 20868 b,638.4967505,21.56188662,21.56188662,21.56188662,,,,
HAT-P-9 b,246.8166983,28.39386319,28.39386319,28.39386319,15.69257302,0.672538844,0.672538844,0.672538844
Kepler-410 A b,,,,,2.899034731,0.055159394,0.055159394,0.055159394
HD 107148 b,67.43146826,12.68396562,12.68396562,12.68396562,,,,
51 Peg b,146.5589056,5.209077825,5.209077825,5.209077825,,,,
WASP-60 b,162.7675528,11.52161492,11.52161492,11.52161492,9.639723429,1.345077688,1.345077688,1.345077688
55 Cnc f,54.94318233,3.373718675,3.373718675,3.373718675,,,,
HD 212301 b,125.9030506,5.019818033,5.019818033,5.019818033,,,,
GJ 504 b,1271.266446,1430.174751,317.8166114,873.9956814,,,,
HAT-P-15 b,620.2318299,24.0242026,24.0242026,24.0242026,12.01602734,0.481986171,0.481986171,0.481986171
HD 209458 b,219.1809548,7.514996249,7.514996249,7.514996249,15.23300481,0.168134711,0.168134711,0.168134711
HD 102272 b,1305.9021,165.1540378,165.1540378,165.1540378,,,,
HD 181433 b,7.542773421,0.677972752,0.677972752,0.677972752,,,,
HD 187123 b,162.1042696,5.503217099,5.503217099,5.503217099,,,,
HD 108147 b,81.99636793,21.38136679,21.38136679,21.38136679,,,,
WASP-61 b,653.084533,24.97975003,24.97975003,24.97975003,13.89913611,0.336269422,0.336269422,0.336269422
eta Cet b,809.9556342,,,,,,,
HD 215497 c,104.0925678,8.009487115,8.009487115,8.009487115,,,,
CoRoT-17 b,781.8320423,88.16296364,88.16296364,88.16296364,11.43316035,0.784628651,0.784628651,0.784628651
HD 20794 d,4.701524696,0.574901647,0.574901647,0.574901647,,,,
xi Aql b,565.4338897,86.16357934,86.16357934,86.16357934,,,,
HD 33564 b,2900.982357,117.5292185,117.5292185,117.5292185,,,,
HD 40979 b,1278.334687,48.92659606,48.92659606,48.92659606,,,,
GJ 581 c,5.331564347,0.379692328,0.379692328,0.379692328,,,,
HD 10180 c,13.19110558,0.620018893,0.620018893,0.620018893,,,,
WASP-31 b,152.3387185,10.42695917,10.42695917,10.42695917,17.22820338,0.672538844,0.672538844,0.672538844
HD 134987 c,255.8188538,14.74103363,14.74103363,14.74103363,,,,
HD 40307 b,4.102090785,0.266760962,0.266760962,0.266760962,,,,
iota Dra b,2960.569793,278.3968637,278.3968637,278.3968637,,,,
HD 108874 b,410.0469921,18.09616004,18.09616004,18.09616004,,,,
HD 4732 b,755.5358959,74.7272664,74.7272664,74.7272664,,,,
HD 23596 b,2460.765034,91.47079894,91.47079894,91.47079894,,,,
HD 25171 b,303.8975151,74.21875982,74.21875982,74.21875982,,,,
HD 83443 b,125.8092947,5.663015291,5.663015291,5.663015291,,,,
WASP-36 b,721.2180582,28.31841353,28.31841353,28.31841353,14.22419655,0.336269422,0.336269422,0.336269422
HD 43691 b,793.6421076,29.47653726,29.47653726,29.47653726,,,,
30 Ari B b,3139.367062,309.8985284,309.8985284,309.8985284,,,,
HAT-P-6 b,336.748947,16.6195205,16.6195205,16.6195205,14.90794437,0.717374767,0.650120882,0.683747825
PSR B1257+12 A,0.019999151,0.001999915,0.001999915,0.001999915,,,,
BD -08 2823 c,104.275948,10.35710308,10.35710308,10.35710308,,,,
4 UMa b,2266.801556,200.4599673,200.4599673,200.4599673,,,,
Qatar-1 b,346.353365,27.02149928,27.02149928,27.02149928,13.04725357,0.504404133,0.504404133,0.504404133
HD 10697 b,1981.602463,68.72116807,68.72116807,68.72116807,,,,
HD 113337 b,899.4210103,76.27598674,76.27598674,76.27598674,,,,
BD +20 2457 b,3778.299222,511.811871,511.811871,511.811871,,,,
mu Ara d,10.99241848,0.6318957,0.6318957,0.6318957,,,,
HD 3651 b,72.7720586,4.691767726,4.691767726,4.691767726,,,,
HD 99706 b,445.861746,55.83529356,55.83529356,55.83529356,,,,
HD 169830 b,918.3183861,32.4331852,32.4331852,32.4331852,,,,
HD 175541 b,167.6895787,27.81994995,27.81994995,27.81994995,,,,
HD 202206 c,740.8241649,40.29787506,40.29787506,40.29787506,,,,
HD 145457 b,944.6113543,107.804348,107.804348,107.804348,,,,
HD 206610 b,626.4578573,49.38012037,49.38012037,49.38012037,,,,
M 67 SAND 364 b,598.366047,58.8071967,58.8071967,58.8071967,,,,
HD 12661 c,619.3292307,29.12868698,29.12868698,29.12868698,,,,
HAT-P-36 b,584.5378462,31.89607512,31.89607512,31.89607512,14.16815164,0.795837632,0.795837632,0.795837632
WASP-35 b,227.9056564,18.66800747,18.66800747,18.66800747,14.79585456,0.336269422,0.336269422,0.336269422
HD 69830 d,17.90492978,1.662346142,1.662346142,1.662346142,,,,
HD 28254 b,369.1122125,44.34876559,44.34876559,44.34876559,,,,
HD 81688 b,855.1491564,31.82965145,31.82965145,31.82965145,,,,
HD 210277 b,404.5010922,16.13793299,16.13793299,16.13793299,,,,
WTS-1 b,1270.900957,114.2468086,114.2468086,114.2468086,16.70138129,1.793436917,2.017616532,1.905526724
HR 8799 c,3019.257809,476.7249171,476.7249171,476.7249171,13.45077688,1.120898073,1.120898073,1.120898073
XO-1 b,291.9031162,25.25126076,25.25126076,25.25126076,13.51803076,0.526822094,0.470777191,0.498799643
55 Cnc b,254.7207974,8.534106995,8.534106995,8.534106995,,,,
HD 207832 b,179.3045046,20.79798262,20.79798262,20.79798262,,,,
M 67 YBP 1514 b,126.3060421,27.29695094,27.29695094,27.29695094,,,,
WASP-55 b,181.5282674,12.0086371,12.0086371,12.0086371,14.57167495,0.560449037,0.336269422,0.448359229
HD 33283 b,104.9338284,10.57795384,10.57795384,10.57795384,,,,
OGLE-TR-111 b,174.7991363,31.78166114,31.78166114,31.78166114,11.78063875,0.638911902,0.594075979,0.61649394
MOA-2007-BLG-400L b,263.7877875,155.7301396,98.52314954,127.1266446,,,,
HD 10180 e,25.35836495,1.367971684,1.367971684,1.367971684,,,,
55 Cnc d,1126.504157,38.9191866,38.9191866,38.9191866,,,,
WASP-3 b,639.3961715,29.74652247,29.74652247,29.74652247,14.45958514,0.952763362,0.952763362,0.952763362
HD 148156 b,269.3851736,21.89352826,21.89352826,21.89352826,,,,
TrES-5 b,565.1097168,25.45650672,25.45650672,25.45650672,13.5516577,0.235388595,0.235388595,0.235388595
HD 222155 b,644.0013342,158.7668773,158.7668773,158.7668773,,,,
HD 73526 b,907.5571156,54.55703515,54.55703515,54.55703515,,,,
HD 117207 b,578.0766345,28.24703192,28.24703192,28.24703192,,,,
HD 121504 b,388.4672441,14.38571466,14.38571466,14.38571466,,,,
HD 156846 b,3498.398132,119.9665541,119.9665541,119.9665541,,,,
HR 8799 d,3019.257809,476.7249171,476.7249171,476.7249171,15.3563036,0.448359229,0.448359229,0.448359229
HAT-P-23 b,666.1626866,38.78411454,38.78411454,38.78411454,15.33388564,1.008808266,1.008808266,1.008808266
HD 224693 b,227.1098436,16.04312829,16.04312829,16.04312829,,,,
HD 158038 b,570.2424551,64.31495857,64.31495857,64.31495857,,,,
GJ 179 b,261.9581173,27.2140008,27.2140008,27.2140008,,,,
HD 143361 b,964.5702375,309.5673635,309.5673635,309.5673635,,,,
HD 155358 b,260.445628,21.49479554,21.49479554,21.49479554,,,,
HD 192310 b,16.88426174,0.883692266,0.883692266,0.883692266,,,,
WASP-64 b,404.0625053,24.16184898,24.16184898,24.16184898,14.24661451,0.437150249,0.437150249,0.437150249
upsilon And b,212.7073482,8.148372974,8.148372974,8.148372974,,,,
HD 86081 b,475.4377599,15.95340866,15.95340866,15.95340866,,,,
HD 109246 b,244.110172,20.49691494,20.49691494,20.49691494,,,,
HD 128311 c,1032.420906,50.59735799,50.59735799,50.59735799,,,,
CoRoT-23 b,980.5595912,99.39460269,99.39460269,99.39460269,11.76942977,1.457167495,1.457167495,1.457167495
WASP-39 b,90.36733966,9.970765205,9.970765205,9.970765205,14.23540553,0.448359229,0.448359229,0.448359229
GJ 876 b,618.7571608,38.69131209,38.69131209,38.69131209,,,,
HD 164509 b,152.6578064,30.0734922,30.0734922,30.0734922,,,,
HD 9446 b,222.0803958,20.76810785,20.76810785,20.76810785,,,,
HD 18742 b,910.1632118,102.9741712,102.9741712,102.9741712,,,,
WASP-80 b,175.359447,11.24180918,11.24180918,11.24180918,10.67094966,0.30264248,0.291433499,0.297037989
HD 167042 b,520.2085859,27.62509659,27.62509659,27.62509659,,,,
HD 69830 b,10.05851437,0.546663641,0.546663641,0.546663641,,,,
HD 114762 b,3697.828056,247.5270184,247.5270184,247.5270184,,,,
61 Vir c,10.60703406,1.207283606,1.207283606,1.207283606,,,,
HD 45652 b,148.880556,13.34114681,13.34114681,13.34114681,,,,
HAT-P-14 b,710.6474777,25.8482157,25.8482157,25.8482157,12.89032784,0.582866998,0.582866998,0.582866998
WASP-66 b,735.2560179,42.05317621,42.05317621,42.05317621,15.58048322,1.008808266,1.008808266,1.008808266
HD 73256 b,594.0056031,26.53755993,26.53755993,26.53755993,,,,
6 Lyn b,702.0187567,42.94210927,42.94210927,42.94210927,,,,
HD 180314 b,7190.950432,557.8793889,557.8793889,557.8793889,,,,
HD 17092 b,1577.025095,150.878669,150.878669,150.878669,,,,
HIP 57274 b,11.62280773,1.310898177,1.310898177,1.310898177,,,,
HD 202206 b,5347.073797,216.1343648,216.1343648,216.1343648,,,,
WASP-5 b,516.2072748,17.50629241,17.50629241,17.50629241,12.77823803,1.120898073,0.448359229,0.784628651
Kepler-78 b,1.562539014,0.655198013,0.655198013,0.655198013,1.158963772,0.189835298,0.139865662,0.16485048
CoRoT-2 b,1040.935213,54.28498413,54.28498413,54.28498413,16.43236575,0.470777191,0.493195152,0.481986171
HD 108874 c,326.8330687,17.08350097,17.08350097,17.08350097,,,,
HD 200964 c,300.5661614,63.7950106,63.7950106,63.7950106,,,,
HD 10180 h,65.4807099,5.085701416,5.085701416,5.085701416,,,,
HD 33142 b,448.5568309,41.54625871,41.54625871,41.54625871,,,,
HAT-P-20 b,2316.733724,78.55695656,78.55695656,78.55695656,9.718186294,0.369896364,0.369896364,0.369896364
HD 7924 b,9.254343,1.76825535,1.76825535,1.76825535,,,,
CoRoT-5 b,147.001942,12.55785599,12.55785599,12.55785599,15.55806525,0.515613114,0.526822094,0.521217604
WASP-47 b,361.1858662,17.92247326,17.92247326,17.92247326,12.89032784,0.448359229,0.224179615,0.336269422
OGLE-2011-BLG-0251 b,168.4428041,66.7414884,66.7414884,66.7414884,,,,
HAT-P-35 b,335.0486281,12.71562015,12.71562015,12.71562015,14.93036233,1.098480112,1.098480112,1.098480112
HD 99109 b,160.2424998,25.64014116,25.64014116,25.64014116,,,,
HD 10647 b,293.9921248,76.92909988,76.92909988,76.92909988,,,,
upsilon And c,609.7470599,28.00879659,28.00879659,28.00879659,,,,
WASP-12 b,432.430816,16.18379392,16.18379392,16.18379392,20.06407551,1.008808266,1.008808266,1.008808266
HD 170469 b,212.5163405,34.51361273,34.51361273,34.51361273,,,,
HD 88133 b,94.10804118,8.495905438,8.495905438,8.495905438,,,,
HD 196885 b,935.6203224,79.59812378,79.59812378,79.59812378,,,,
24 Sex b,583.3968846,34.36423893,34.36423893,34.36423893,,,,
HD 190228 b,1888.444058,96.76562368,96.76562368,96.76562368,,,,
OGLE-2006-BLG-109L b,231.0526765,19.06899669,19.06899669,19.06899669,,,,
HD 181720 b,118.2246013,7.174233278,7.174233278,7.174233278,,,,
55 Cnc c,52.29926594,2.111252572,2.111252572,2.111252572,,,,
HD 156411 b,232.8677272,16.05170934,16.05170934,16.05170934,,,,
Kepler-101 b,36.67571914,16.32741525,16.32741525,16.32741525,5.869986283,1.459992158,1.459992158,1.459992158
91 Aqr b,975.7478477,,,,,,,
HD 27894 b,196.3868296,6.761357718,6.761357718,6.761357718,,,,
HD 156279 b,3109.77198,169.2824755,169.2824755,169.2824755,,,,
61 Vir d,22.75341288,2.949350867,2.949350867,2.949350867,,,,
HD 179079 b,26.62584938,2.917791677,2.917791677,2.917791677,,,,
OGLE-05-390L b,5.498227378,4.099834287,4.099834287,4.099834287,,,,
WASP-4 b,388.7246756,15.01867823,15.01867823,15.01867823,15.03124316,0.257806557,0.325060441,0.291433499
HD 4113 b,523.8539425,29.82276668,29.82276668,29.82276668,,,,
HD 330075 b,198.2298481,6.733707673,6.733707673,6.733707673,,,,
HD 104985 b,1562.831405,270.7670403,270.7670403,270.7670403,,,,
HD 87883 b,557.9938029,89.7348846,89.7348846,89.7348846,,,,
HD 10180 g,21.41489644,2.972700853,2.972700853,2.972700853,,,,
HD 66428 b,873.8749111,62.01491975,62.01491975,62.01491975,,,,
HD 52265 b,340.5055393,28.67347825,28.67347825,28.67347825,,,,
HD 16417 b,21.28084139,1.887013883,1.887013883,1.887013883,,,,
HD 205739 b,472.6187265,40.7348729,40.7348729,40.7348729,,,,
CoRoT-16 b,170.9796162,27.81270374,27.81270374,27.81270374,13.11450746,1.569257302,1.793436917,1.68134711
HD 216770 b,205.604147,15.32537126,15.32537126,15.32537126,,,,
HD 136418 b,633.5674149,39.93079688,39.93079688,39.93079688,,,,
beta Pic b,2860.349503,953.4498343,953.4498343,953.4498343,,,,
GJ 163 d,29.43293282,4.045138049,4.045138049,4.045138049,,,,
HD 188015 b,467.0537577,27.71268685,27.71268685,27.71268685,,,,
WASP-59 b,273.0346618,14.29294399,14.29294399,14.29294399,8.686960066,0.76221069,0.76221069,0.76221069
WASP-54 b,201.0921045,8.652080521,8.652080521,8.652080521,18.52844515,1.008808266,0.930345401,0.969576833
HAT-P-8 b,411.0512926,17.23195311,17.23195311,17.23195311,16.8134711,0.784628651,0.784628651,0.784628651
WASP-15 b,172.5099032,6.630035894,6.630035894,6.630035894,15.45718443,0.751001709,0.650120882,0.700561296
HD 10180 d,11.96735272,0.772316613,0.772316613,0.772316613,,,,
HD 9446 c,576.9897017,54.70227734,54.70227734,54.70227734,,,,
XO-4 b,509.3138325,25.27306298,25.27306298,25.27306298,14.90794437,0.560449037,0.560449037,0.560449037
WASP-48 b,312.8065504,27.48818119,27.48818119,27.48818119,18.71899782,0.896718458,0.896718458,0.896718458
HD 37124 b,214.3263061,9.249575751,9.249575751,9.249575751,,,,
WASP-32 b,1097.617806,44.29696148,44.29696148,44.29696148,12.3298788,0.448359229,0.448359229,0.448359229
OGLE-TR-211 b,240.6752101,47.39885161,47.39885161,47.39885161,15.24421379,2.017616532,1.008808266,1.513212399
gamma Cep b,482.2167882,44.45936577,44.45936577,44.45936577,,,,
GJ 86 b,1271.596975,43.50400904,43.50400904,43.50400904,,,,
HR 8799 e,2224.71628,953.4498343,635.6332229,794.5415286,,,,
HD 8574 b,573.9863347,26.52897888,26.52897888,26.52897888,,,,
MOA-2007-BLG-192L b,3.178166114,5.212192427,1.779773024,3.495982726,,,,
HD 82886 b,414.6775801,44.33827764,44.33827764,44.33827764,,,,
HD 179949 b,286.6944198,10.59902508,10.59902508,10.59902508,,,,
HD 2952 b,514.929652,72.81687074,72.81687074,72.81687074,,,,
MOA-2009-BLG-319L b,49.89720799,43.85869238,24.15406247,34.00637742,,,,
HIP 14810 c,405.2733866,14.23767569,14.23767569,14.23767569,,,,
HD 28678 b,603.7562167,56.57898443,56.57898443,56.57898443,,,,
WASP-56 b,192.4014093,12.86168867,12.86168867,12.86168867,12.24020696,0.392314326,0.369896364,0.381105345
CoRoT-8 b,68.67317776,10.80605082,10.80605082,10.80605082,6.389119017,0.224179615,0.224179615,0.224179615
HD 96167 b,217.5677177,24.67041912,24.67041912,24.67041912,,,,
HD 43197 b,189.6945652,44.70503801,44.70503801,44.70503801,,,,
HD 37605 c,1069.618162,357.1146354,357.1146354,357.1146354,,,,
HD 183263 b,1136.019587,63.10916235,63.10916235,63.10916235,,,,
WASP-23 b,277.2079117,29.80153653,29.80153653,29.80153653,10.78303946,0.577262508,0.577262508,0.577262508
11 Com b,5125.873436,487.819895,487.819895,487.819895,,,,
HD 145377 b,1837.618825,71.25893371,71.25893371,71.25893371,,,,
CoRoT-25 b,85.81048509,12.71266446,12.71266446,12.71266446,12.10569919,3.362694219,1.120898073,2.241796146
omicron CrB b,469.5295491,45.11756398,45.11756398,45.11756398,,,,
OGLE-TR-132 b,375.0236015,44.4943256,44.4943256,44.4943256,13.45077688,1.68134711,1.23298788,1.457167495
beta Gem b,876.608134,44.99393331,44.99393331,44.99393331,,,,
Pr 201 b,171.6702317,13.39822667,13.39822667,13.39822667,,,,
WASP-52 b,145.2946312,7.061281254,7.061281254,7.061281254,14.23540553,0.336269422,0.336269422,0.336269422
47 UMa b,809.1261329,30.49151639,30.49151639,30.49151639,,,,
HD 240210 b,2316.463579,312.9743575,312.9743575,312.9743575,,,,
HD 109749 b,87.29468866,5.153428136,5.153428136,5.153428136,,,,
HD 45364 c,209.2863702,9.449800216,9.449800216,9.449800216,,,,
WASP-50 b,467.9658913,27.94698125,27.94698125,27.94698125,12.92395478,0.538031075,0.538031075,0.538031075
HD 159243 c,603.8515617,41.31615949,41.31615949,41.31615949,,,,
GJ 3470 b,13.9868866,1.638967552,1.638967552,1.638967552,4.196250071,0.599464136,0.599464136,0.599464136
eta Cet c,1044.672736,,,,,,,
HD 96127 b,1273.49434,269.9566079,269.9566079,269.9566079,,,,
HD 17156 b,1049.668813,35.45562117,35.45562117,35.45562117,11.43316035,0.896718458,0.896718458,0.896718458
HD 16760 b,4224.450181,194.6833326,194.6833326,194.6833326,,,,
HD 30562 b,423.5033474,51.04230125,51.04230125,51.04230125,,,,
epsilon CrB b,1922.590275,163.0764706,163.0764706,163.0764706,,,,
omicron UMa b,1301.799088,93.35322672,93.35322672,93.35322672,,,,
HD 102195 b,143.9070438,6.624283414,6.624283414,6.624283414,,,,
HD 75289 b,146.2083539,6.837601923,6.837601923,6.837601923,,,,
HD 185269 b,303.2644244,21.94177282,21.94177282,21.94177282,,,,
WASP-7 b,292.1621367,40.34777227,40.34777227,40.34777227,10.25621737,0.515613114,0.448359229,0.481986171
WASP-41 b,296.3617654,18.70252235,18.70252235,18.70252235,13.45077688,0.672538844,0.672538844,0.672538844
BD -10 3166 b,136.6303147,5.532678698,5.532678698,5.532678698,,,,
HD 190360 b,487.8866365,19.26950719,19.26950719,19.26950719,,,,
HAT-P-13 c,4535.115918,219.6166814,219.6166814,219.6166814,,,,
GJ 317 b,400.5919479,47.34641187,47.34641187,47.34641187,,,,
HD 37605 b,890.4395129,296.8378547,296.8378547,296.8378547,,,,
WASP-44 b,282.8046622,20.5689004,20.5689004,20.5689004,12.77823803,1.23298788,1.23298788,1.23298788
CoRoT-12 b,292.1306729,22.46337344,22.46337344,22.46337344,16.14093225,1.457167495,1.457167495,1.457167495
CoRoT-1 b,327.2843683,39.27132741,39.27132741,39.27132741,16.70138129,0.896718458,0.896718458,0.896718458
HD 125612 c,18.45456183,3.282282836,3.282282836,3.282282836,,,,
GJ 581 b,15.85965276,0.71852933,0.71852933,0.71852933,,,,
HD 102117 b,53.95127669,4.703145561,4.703145561,4.703145561,,,,
HD 189733 b,363.4550768,17.87693014,17.87693014,17.87693014,12.75582007,0.30264248,0.30264248,0.30264248
HD 108863 b,878.9917586,51.53904861,51.53904861,51.53904861,,,,
HD 1502 b,923.9564527,54.5656162,54.5656162,54.5656162,,,,
HD 142022 b,1419.88385,826.3231897,1242.783721,1034.553455,,,,
WASP-72 b,447.3936221,18.86286083,18.86286083,18.86286083,11.32107054,1.345077688,2.017616532,1.68134711
HD 212771 b,858.1557015,119.1068602,119.1068602,119.1068602,,,,
HD 134987 b,496.8967375,19.74721733,19.74721733,19.74721733,,,,
HD 187123 c,617.2634227,48.42317455,48.42317455,48.42317455,,,,
HD 101930 b,95.08659852,4.776275163,4.776275163,4.776275163,,,,
HD 131664 b,5825.006418,412.4083695,412.4083695,412.4083695,,,,
HIP 57050 b,94.6251288,12.88085301,12.88085301,12.88085301,,,,
WASP-67 b,133.2636833,10.47609362,10.47609362,10.47609362,15.69257302,3.362694219,2.241796146,2.802245183
HD 147018 c,2095.539718,93.52548333,93.52548333,93.52548333,,,,
HD 92788 b,1132.672978,42.16059822,42.16059822,42.16059822,,,,
CoRoT-26 b,152.386391,23.14489938,23.14489938,23.14489938,14.12331572,1.457167495,0.784628651,1.120898073
HAT-P-12 b,66.99701296,4.198198529,4.198198529,4.198198529,10.74941252,0.325060441,0.235388595,0.280224518
HD 114613 b,160.8276002,13.36018402,13.36018402,13.36018402,,,,
HD 154857 b,714.442208,29.24945729,29.24945729,29.24945729,,,,
HD 163607 b,244.3555264,13.01913502,13.01913502,13.01913502,,,,
HATS-2 b,428.7822813,48.34340258,48.34340258,48.34340258,13.09208949,0.336269422,0.336269422,0.336269422
HD 19994 b,421.6822582,33.3783718,33.3783718,33.3783718,,,,
WASP-29 b,77.22657623,6.397076318,6.397076318,6.397076318,8.877512739,0.627702921,0.392314326,0.510008623
OGLE-TR-182 b,325.6031184,47.2532916,47.2532916,47.2532916,12.66614823,2.690155375,1.569257302,2.129706339
HD 85512 b,3.621615632,0.44256281,0.44256281,0.44256281,,,,
HD 106252 b,2211.727115,81.78851587,81.78851587,81.78851587,,,,
18 Del b,3272.875464,114.852567,114.852567,114.852567,,,,
HD 171028 b,631.848027,27.729404,27.729404,27.729404,,,,
WASP-1 b,291.7556493,28.92131164,28.92131164,28.92131164,16.99281479,0.582866998,2.779827221,1.68134711
XO-5 b,366.2868228,28.01594746,28.01594746,28.01594746,11.54525015,0.672538844,0.560449037,0.61649394
HAT-P-3 b,189.3271692,7.895041353,7.895041353,7.895041353,10.07687368,0.481986171,0.549240056,0.515613114
upsilon And d,1308.075966,52.29163834,52.29163834,52.29163834,,,,
